x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.1907540535353979,-0.5211846177422681,-0.1022088770386191,0.3401341714584444,-1.2356294549884157,-0.2563305197732625,0.4041267317948885,-1.777962960330269,-0.3820529255363379,0.4308880335041282,-2.2842459594494113,-0.500298400267394,0.0061490276756137,-1.1907679531960416,-0.5206740174216627,0.5023948717588675,-1.0104637694397758,-0.6893026783310277,0.4911437108197445,-0.842484648952497,-0.7559231512652236,0.3864338448714461,-0.8091298705210338,-0.8148010871761958,-0.1856931073464703,-0.7920679560762188,-0.5815035707897703,0.4956385035326642,-0.4584192296689648,-0.7521471067636457,0.3929559194110962,-0.3781567620759666,-0.7075703697041352,0.2145961369339402,-0.3608112644946898,-0.7305795120390645,-0.263952347039492,-0.3030767763018083,-0.6214069252801838,0.3931098645423187,-0.0041494289645867,-0.7608602830311781,0.2887595414991772,0.0339081031465363,-0.6718815163801567,0.0919872798898066,-0.005383015608195,-0.6488638918710563,-0.2864073206619184,0.1974913474196843,-0.6700111758755248,0.2320121927003608,0.3967132271697305,-0.7979132050014359,0.2106533185402048,0.3863111276451316,-0.7804354530228864,0.0797185956491406,0.3474693531221051,-0.7809172911556427,thumbs_up
0.0,0.0,0.0,0.2008076367128173,-0.6318458985252254,-0.0087786271451959,0.3156468856044005,-1.2964494769990504,-0.1141915241192322,0.3535333897693177,-1.7471180576766774,-0.2122125627546232,0.3813151768967797,-2.2131471070436004,-0.3016233652975944,0.0488866007862892,-1.3253698158737215,-0.3336618600592061,0.5267927127438237,-1.08211978126382,-0.4657522412096873,0.4609490001452074,-0.961798757114284,-0.5028763022493203,0.3218494625116977,-0.9785051064183364,-0.5375256297011308,-0.0728756049761028,-0.8981272887997882,-0.4336548158530109,0.5075309472960343,-0.6914795844335069,-0.5788961724934807,0.3808206799774362,-0.6275264299830348,-0.5230520365981335,0.2072770001900164,-0.7047728086109251,-0.512825136090769,-0.1144460268529632,-0.4469726449194636,-0.5142690938020216,0.4254101615706467,-0.314733373529695,-0.6290784732804833,0.3123661698291084,-0.2605948162640561,-0.4940116226827148,0.1328425632538455,-0.3418432745643594,-0.4184711389489071,-0.1111019176408818,-0.0200022457693074,-0.5970787033344706,0.3080829662684951,0.0665217834169535,-0.6836242384981797,0.2298934169956946,0.0740547791251578,-0.6091269703729957,0.0641370094733548,0.0155098860358738,-0.5561442891141766,thumbs_up
0.0,0.0,0.0,0.1766752847313583,-0.5372294641009464,0.0388468269555116,0.3433972059883948,-1.114453255078612,-0.0553396658657866,0.4076073389333405,-1.5462529181273708,-0.1585408705160047,0.4319793534838047,-1.9134871217989868,-0.2490772429989509,0.2117362053642827,-1.22858230312787,-0.2484584625710277,0.6311661162648681,-1.0872702762108093,-0.3433827645438718,0.563773136948982,-0.9088162194762438,-0.3558178100356474,0.433158519171634,-0.9111349074591506,-0.3775885366507513,0.1347324625762117,-0.9226706842569534,-0.3612837554346375,0.6042753947953388,-0.7789185614666824,-0.4828787411537452,0.5050137452609198,-0.637795516404844,-0.4483802893113118,0.3695771619702556,-0.6698591375121667,-0.437720862371047,0.1032899588297659,-0.5786351858582648,-0.4469307714521706,0.5360347000895487,-0.4961949486575809,-0.5077790151749603,0.4412909332263117,-0.3834770702423727,-0.3855063470551755,0.302371249913919,-0.4240824910085051,-0.3204890712550954,0.0996158497338669,-0.2441582500438607,-0.5324239159204204,0.4421148851052194,-0.21363689206253,-0.5465583621624426,0.3778638699114979,-0.157174114195501,-0.4542151040913017,0.2601580192758234,-0.1933955613642648,-0.3981682158225278,thumbs_up
0.0,0.0,0.0,0.1507800218000784,-0.5271997991779802,0.0518684830035613,0.2916857544137176,-1.0834411525504897,-0.020340378809902,0.3439308937496553,-1.488961068885885,-0.1051296357539667,0.3613248489932907,-1.8205994675604045,-0.1782013491693449,0.1690920110997718,-1.2144494609217775,-0.1913472135006085,0.5499674765844026,-1.1031233657741175,-0.2609243226185753,0.4893596070825402,-0.9305842828693132,-0.2607552151497544,0.3677679363016924,-0.9328854222835546,-0.2728986977934978,0.110354989582497,-0.9489142546512184,-0.2956069917880322,0.5266699084987133,-0.8337734000393218,-0.3814569334012071,0.4469776273738506,-0.7056515634545492,-0.3404552766609037,0.3277906627386064,-0.7240868538428739,-0.3267699893890289,0.0909750263320876,-0.6457914354479727,-0.3761417187127795,0.4790510589846985,-0.600528754835311,-0.4149851169075318,0.4032279485023395,-0.4886465939339894,-0.3023554463767408,0.2822679832570626,-0.5138533966783284,-0.2437456161412406,0.0930202889364069,-0.3507552715118273,-0.4557801039167443,0.396163151651344,-0.3571766149592167,-0.4594033937423031,0.3440723834234463,-0.2914130802135345,-0.375064676232352,0.2444827175972604,-0.3023245824857034,-0.3244170150833698,thumbs_up
0.0,0.0,0.0,0.1568049823279597,-0.5233121696154017,0.0614709481663302,0.2951668083083387,-1.059321462955219,-0.0015682607217181,0.3471302576506346,-1.445972684480187,-0.0791679999850209,0.3594360289401952,-1.7567068168015276,-0.1448707383057699,0.175600565199593,-1.207159779491974,-0.160601703159543,0.5357078044352788,-1.116245199742957,-0.2180330717033936,0.473106068146328,-0.9391676927830416,-0.2139579624600683,0.3511740666737501,-0.9331347248609124,-0.2242994704875502,0.1189696948035013,-0.9567931059570792,-0.2653170633626252,0.504882869097786,-0.8461306789935438,-0.3356804318852536,0.4301783145394899,-0.718271073715913,-0.2946011107892711,0.3161961702713268,-0.7363673857443201,-0.2830123787004284,0.1013938236977574,-0.6656492232446779,-0.3469794126521364,0.4617976175675981,-0.6078702129238137,-0.3738400604654708,0.3904899343599247,-0.4953889839922801,-0.2657775952650777,0.2747683351788183,-0.516014034830518,-0.2122784414878933,0.1054086750330672,-0.3811262342467569,-0.4276344480872627,0.3878480562190803,-0.3715288291454291,-0.4233546413846978,0.3393300234734013,-0.3014450443573038,-0.3415561760101652,0.2443941628852413,-0.3107982279952098,-0.2938722094031867,thumbs_up
0.0,0.0,0.0,0.167484419262804,-0.5606452645911901,0.0457482060965697,0.3099699065415131,-1.1240256275937954,-0.0275835921415906,0.3570205556651702,-1.5301595846403395,-0.1090765452995057,0.3615814454464987,-1.8606104866862756,-0.1787862963686568,0.1793832567603466,-1.2321383149255392,-0.2115604108664869,0.5549477134030341,-1.1335257053864691,-0.2843381829410815,0.4790402853716632,-0.9546485025631238,-0.2855039123598911,0.3480900231936945,-0.9592916550944124,-0.2991398465241184,0.1244015951821751,-0.9415524936091194,-0.3130545078649712,0.5150931225543847,-0.8301026991239725,-0.3952120553616608,0.4282705870112326,-0.703030711532364,-0.3484024526583559,0.3126820376348189,-0.7324578086998661,-0.3357081785366212,0.1055463655824942,-0.6196732596891967,-0.3905186618220075,0.4690784319812282,-0.5703803157152929,-0.42740654873167,0.3822660550595474,-0.4709779837766089,-0.3099573705388835,0.2593668316571755,-0.5091032901593247,-0.251849448412743,0.1073591826260717,-0.3188709569267617,-0.467903313524049,0.385528408009296,-0.3113853779398149,-0.4749078486583788,0.3149655190699447,-0.2640051257173257,-0.3916326319602218,0.2054666215865294,-0.3001760016647546,-0.3426543292024391,thumbs_up
0.0,0.0,0.0,0.1863890042570697,-0.5461914866709473,0.0438055838143597,0.3088135953107572,-1.1198241660351074,-0.0320262334216948,0.3315517471227742,-1.5365528017387953,-0.1178821616745618,0.3247840116169138,-1.8718473860329057,-0.1903971640954825,0.1528140823846611,-1.226959277114977,-0.1934492784489217,0.5186947338147665,-1.1207171898930923,-0.2695927191015647,0.4494953123221125,-0.9358127419092866,-0.2756258195185926,0.3246023834699512,-0.9457616774873208,-0.293514697228606,0.085435906112234,-0.9508511012277382,-0.2976287439760802,0.4819162749924833,-0.8393226196166176,-0.3947124857155305,0.3982335317484934,-0.6902474259653161,-0.3587504228513414,0.2825307615076144,-0.7252578870738113,-0.3480000389732708,0.0587594130427391,-0.6390937197797657,-0.3787100870617565,0.4282477522528389,-0.5767950397465554,-0.4249386809330079,0.350601268176259,-0.4602148137745735,-0.3154093216729979,0.2300536517245367,-0.5054239773663048,-0.2585953322248761,0.0568762337525235,-0.3403318886532265,-0.4600195370500155,0.3495518861743666,-0.3073931165452416,-0.4653463747253914,0.2885513397356279,-0.2487527207043941,-0.3839616223842767,0.1800261528626682,-0.2976680009942722,-0.3362526745058943,thumbs_up
0.0,0.0,0.0,0.1770224677889366,-0.560821642387945,0.0394911061082397,0.2806540814661078,-1.1494254900551542,-0.0422096172874707,0.2887741264609092,-1.5662022591312084,-0.1316605437967723,0.2748856474959591,-1.8987729878019364,-0.207481091773179,0.0972124513495094,-1.2348459496197557,-0.2271219917372577,0.4664680838591891,-1.1358357677855015,-0.3154598919935036,0.4001567595852343,-0.9499360967104165,-0.3231920038720258,0.2748515397250945,-0.96055490665768,-0.3407901306915332,0.0321547872822455,-0.9426539165216336,-0.3322192699426972,0.4321123187008752,-0.8451567964691399,-0.4381920855004023,0.3470179933065126,-0.7074170697090616,-0.3939521963421579,0.2310092513539677,-0.7534844623560493,-0.3783393927471499,0.0102212091601461,-0.6213117169796765,-0.4142316331319399,0.3872367587963356,-0.5846019452676527,-0.4694519715705014,0.3082306134648748,-0.4796405848180159,-0.3485374427722886,0.187043650272792,-0.5329381404513978,-0.2836021217961691,0.0152817642938418,-0.3229326026904268,-0.4966721401037816,0.3146208583346297,-0.3098434319209527,-0.5118036134674766,0.2452005936354568,-0.26535001593747,-0.4270195946406527,0.128040400716002,-0.3235287472072753,-0.3758114251547502,thumbs_up
0.0,0.0,0.0,0.17543959245140742,-0.5894210142093345,0.020005269338409005,0.26176190823255285,-1.173361013905555,-0.052350561514097504,0.27035459377572174,-1.5712798349919765,-0.12748143105544002,0.25514615815664693,-1.9297384527549795,-0.19052324696567974,0.027440113356027102,-1.2742499205829871,-0.21516151642017983,0.41658652749316477,-1.1942756041687734,-0.30148543467649913,0.36529157190241385,-1.0134013926759393,-0.31115269428594966,0.23957364017817392,-0.9998778452391901,-0.33038047339663396,-0.06311157699612252,-0.9482321154638145,-0.31124389801581903,0.37105156971238373,-0.8741529541941968,-0.42174744207034015,0.29034994323279967,-0.7387453282080781,-0.38047677755767545,0.16905911625429382,-0.7799152046631695,-0.36853433895868887,-0.09371714350135771,-0.6060078837109063,-0.38866615825386824,0.32887222546805556,-0.561656498831536,-0.46236737956925483,0.25110865327973875,-0.46450071831807477,-0.35320893791362357,0.11572105060245351,-0.5206660995958662,-0.29291915181952083,-0.09091845876517211,-0.28368047208441377,-0.46764871041409384,0.24316733574038943,-0.24391369236782132,-0.5119657870630848,0.17893878776339692,-0.21988157059391433,-0.44631479055216544,0.045520794952581205,-0.28679531754147874,-0.40324746139841283,thumbs_up
0.0,0.0,0.0,0.1298790359250768,-0.5298971194884129,-0.0233625157384127,0.1605921776675925,-1.095380037637832,-0.1184083396222428,0.1707577597291548,-1.4941048822395322,-0.208924398998915,0.1777303802525326,-1.859636802207431,-0.2895708313642348,-0.1747538142721777,-1.2269183566307575,-0.2748438801491566,0.1968220286167459,-1.1311682062186608,-0.3900888220964991,0.2156404274976348,-0.9095122827627472,-0.4215919391154495,0.1302457061758436,-0.8503586535505702,-0.4544970564050489,-0.2790887195905925,-0.8928047424019836,-0.3535663424900783,0.1749263797112343,-0.7767120320358809,-0.4996146849173817,0.1613553226498925,-0.5697394488268669,-0.4754977568996638,0.0552388482322511,-0.5706648904775389,-0.4728040830287636,-0.31378407808149,-0.5297378283138994,-0.4166622717353256,0.1216067897656133,-0.4591232491870409,-0.5259268757410921,0.0960282838229418,-0.3049937599181257,-0.4302124468757947,-0.029368183240727,-0.3240027572012235,-0.3735356576755006,-0.3116855546090768,-0.1777429031436105,-0.4836902635501872,0.0177336660557038,-0.163075842655113,-0.5523429126390671,0.0089837968305213,-0.1004686505414161,-0.4981795929070586,-0.108555808370745,-0.1315817734249666,-0.460185266605001,thumbs_up
